,Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
41979,Europe,Slovakia,Vegetables,Offline,L,5/17/2012,959030759,6/2/2012,7368,154.06,90.93,1135114.08,669972.24,465141.84
43336,Europe,Slovakia,Vegetables,Offline,L,9/23/2013,750797355,10/24/2013,6476,154.06,90.93,997692.56,588862.68,408829.88
43339,Europe,Slovakia,Beverages,Offline,C,5/2/2017,154536283,6/11/2017,9575,47.45,31.79,454333.75,304389.25,149944.5
43965,Europe,Slovakia,Personal Care,Online,C,10/9/2013,774571168,11/23/2013,1676,81.73,56.67,136979.48,94978.92,42000.56
43976,Europe,Slovakia,Clothes,Offline,C,5/12/2015,675486075,5/20/2015,195,109.28,35.84,21309.6,6988.8,14320.8
43982,Europe,Slovakia,Clothes,Offline,C,2/7/2017,882690799,3/15/2017,6678,109.28,35.84,729771.84,239339.52,490432.32
44084,Europe,Slovakia,Clothes,Online,H,2/27/2016,966725051,3/12/2016,4280,109.28,35.84,467718.4,153395.2,314323.2
44551,Europe,Slovakia,Beverages,Online,C,9/6/2015,875869405,10/24/2015,8075,47.45,31.79,383158.75,256704.25,126454.5
44629,Europe,Slovakia,Snacks,Online,C,12/17/2011,967556321,1/25/2012,272,152.58,97.44,41501.76,26503.68,14998.08
44719,Europe,Slovakia,Baby Food,Online,H,6/3/2015,774867284,7/20/2015,9303,255.28,159.42,2374869.84,1483084.26,891785.58
45324,Europe,Slovakia,Vegetables,Online,M,12/3/2010,607235229,1/18/2011,3253,154.06,90.93,501157.18,295795.29,205361.89
45344,Europe,Slovakia,Personal Care,Offline,C,2/8/2013,885142982,3/3/2013,2333,81.73,56.67,190676.09,132211.11,58464.98
45369,Europe,Slovakia,Snacks,Offline,C,12/23/2011,955788934,2/3/2012,8040,152.58,97.44,1226743.2,783417.6,443325.6
45422,Europe,Slovakia,Meat,Offline,H,9/16/2010,926814639,9/17/2010,3902,421.89,364.69,1646214.78,1423020.38,223194.4
45589,Europe,Slovakia,Baby Food,Online,M,6/1/2012,213866746,6/13/2012,6778,255.28,159.42,1730287.84,1080548.76,649739.08
45887,Europe,Slovakia,Meat,Offline,H,6/26/2011,920388066,7/29/2011,2137,421.89,364.69,901578.93,779342.53,122236.4
46212,Europe,Slovakia,Cosmetics,Offline,L,6/6/2010,484459578,6/21/2010,1210,437.2,263.33,529012.0,318629.3,210382.7
46248,Europe,Slovakia,Baby Food,Offline,M,11/30/2014,426412284,12/18/2014,3725,255.28,159.42,950918.0,593839.5,357078.5
46789,Europe,Slovakia,Household,Online,C,4/15/2011,328200089,5/27/2011,555,668.27,502.54,370889.85,278909.7,91980.15
46831,Europe,Slovakia,Vegetables,Online,C,11/11/2015,758195531,12/7/2015,5761,154.06,90.93,887539.66,523847.73,363691.93
46861,Europe,Slovakia,Beverages,Online,L,11/25/2014,660237824,12/11/2014,7899,47.45,31.79,374807.55,251109.21,123698.34
47208,Europe,Slovakia,Cereal,Offline,H,7/29/2013,313445365,9/3/2013,4304,205.7,117.11,885332.8,504041.44,381291.36
47242,Europe,Slovakia,Baby Food,Online,C,3/25/2017,800319087,3/31/2017,1058,255.28,159.42,270086.24,168666.36,101419.88
47262,Europe,Slovakia,Snacks,Online,C,8/29/2011,580656039,9/8/2011,7880,152.58,97.44,1202330.4,767827.2,434503.2
47350,Europe,Slovakia,Personal Care,Offline,H,1/24/2015,685393512,2/16/2015,2026,81.73,56.67,165584.98,114813.42,50771.56
47525,Europe,Slovakia,Cereal,Online,L,11/22/2011,380371415,12/31/2011,9209,205.7,117.11,1894291.3,1078465.99,815825.31
47541,Europe,Slovakia,Beverages,Online,C,11/4/2012,299958360,11/12/2012,3199,47.45,31.79,151792.55,101696.21,50096.34
47626,Europe,Slovakia,Cereal,Online,H,9/13/2014,745991694,10/7/2014,4375,205.7,117.11,899937.5,512356.25,387581.25
47666,Europe,Slovakia,Personal Care,Online,L,4/9/2017,142529857,5/2/2017,6607,81.73,56.67,539990.11,374418.69,165571.42
47736,Europe,Slovakia,Beverages,Offline,L,9/24/2015,705883872,10/21/2015,5579,47.45,31.79,264723.55,177356.41,87367.14
47797,Europe,Slovakia,Vegetables,Online,C,1/2/2017,278974473,1/20/2017,3601,154.06,90.93,554770.06,327438.93,227331.13
47847,Europe,Slovakia,Cosmetics,Online,M,8/20/2014,840369832,9/11/2014,2963,437.2,263.33,1295423.6,780246.79,515176.81
47865,Europe,Slovakia,Fruits,Online,L,4/14/2012,930492913,5/16/2012,2385,9.33,6.92,22252.05,16504.2,5747.85
48053,Europe,Slovakia,Household,Offline,L,8/5/2013,257990586,9/2/2013,4002,668.27,502.54,2674416.54,2011165.08,663251.46
48309,Europe,Slovakia,Cereal,Offline,L,3/8/2010,237006700,4/15/2010,4404,205.7,117.11,905902.8,515752.44,390150.36
48420,Europe,Slovakia,Baby Food,Offline,M,9/28/2010,724909102,10/15/2010,5567,255.28,159.42,1421143.76,887491.14,533652.62
48456,Europe,Slovakia,Snacks,Offline,M,8/20/2011,148307120,8/26/2011,6227,152.58,97.44,950115.66,606758.88,343356.78
48535,Europe,Slovakia,Personal Care,Online,M,11/16/2010,317715871,12/5/2010,8041,81.73,56.67,657190.93,455683.47,201507.46
48565,Europe,Slovakia,Meat,Online,M,5/5/2014,216022813,6/22/2014,4806,421.89,364.69,2027603.34,1752700.14,274903.2
48609,Europe,Slovakia,Cosmetics,Online,M,12/20/2010,896754586,1/10/2011,8465,437.2,263.33,3700898.0,2229088.45,1471809.55
48621,Europe,Slovakia,Beverages,Offline,C,8/10/2014,582770478,8/19/2014,3590,47.45,31.79,170345.5,114126.1,56219.4
48821,Europe,Slovakia,Snacks,Online,M,12/6/2010,195038926,12/13/2010,5207,152.58,97.44,794484.06,507370.08,287113.98
48950,Europe,Slovakia,Cosmetics,Online,H,2/27/2014,924263751,4/16/2014,9038,437.2,263.33,3951413.6,2379976.54,1571437.06
49077,Europe,Slovakia,Fruits,Offline,H,2/3/2015,174055039,2/20/2015,5609,9.33,6.92,52331.97,38814.28,13517.69
49333,Europe,Slovakia,Personal Care,Offline,H,9/6/2011,153071153,10/3/2011,6011,81.73,56.67,491279.03,340643.37,150635.66
49337,Europe,Slovakia,Cosmetics,Online,M,2/4/2011,989132440,3/9/2011,5124,437.2,263.33,2240212.8,1349302.92,890909.88
49585,Europe,Slovakia,Cosmetics,Online,M,3/7/2014,321929299,3/29/2014,4889,437.2,263.33,2137470.8,1287420.37,850050.43
49589,Europe,Slovakia,Baby Food,Online,C,11/3/2015,132087266,12/10/2015,6412,255.28,159.42,1636855.36,1022201.04,614654.32
49785,Europe,Slovakia,Personal Care,Offline,M,12/24/2015,231707513,2/7/2016,6257,81.73,56.67,511384.61,354584.19,156800.42
49808,Europe,Slovakia,Personal Care,Online,L,5/7/2014,350706183,6/3/2014,608,81.73,56.67,49691.84,34455.36,15236.48
49816,Europe,Slovakia,Cereal,Offline,H,7/25/2011,461122214,7/30/2011,5165,205.7,117.11,1062440.5,604873.15,457567.35
49995,Europe,Slovakia,Household,Online,L,6/25/2017,326142728,7/19/2017,1736,668.27,502.54,1160116.72,872409.44,287707.28
50011,Europe,Slovakia,Baby Food,Online,L,10/6/2011,375368344,11/23/2011,8689,255.28,159.42,2218127.92,1385200.38,832927.54
50066,Europe,Slovakia,Office Supplies,Offline,L,2/9/2017,973686778,2/14/2017,4410,651.21,524.96,2871836.1,2315073.6,556762.5
50131,Europe,Slovakia,Meat,Online,M,1/5/2015,942753827,1/20/2015,662,421.89,364.69,279291.18,241424.78,37866.4
50215,Europe,Slovakia,Beverages,Offline,H,8/31/2011,802714192,9/11/2011,9822,47.45,31.79,466053.9,312241.38,153812.52
50240,Europe,Slovakia,Beverages,Online,H,1/20/2012,318152320,2/13/2012,7196,47.45,31.79,341450.2,228760.84,112689.36
50483,Europe,Slovakia,Beverages,Offline,C,2/25/2015,317123639,3/12/2015,2787,47.45,31.79,132243.15,88598.73,43644.42
50520,Europe,Slovakia,Beverages,Online,C,1/12/2016,414842307,1/17/2016,9912,47.45,31.79,470324.4,315102.48,155221.92
51098,Europe,Slovakia,Fruits,Online,H,7/29/2013,226070582,8/12/2013,8164,9.33,6.92,76170.12,56494.88,19675.24
51108,Europe,Slovakia,Office Supplies,Offline,L,7/29/2010,390320479,9/5/2010,3358,651.21,524.96,2186763.18,1762815.68,423947.5
51356,Europe,Slovakia,Clothes,Offline,L,6/12/2011,174985015,6/20/2011,809,109.28,35.84,88407.52,28994.56,59412.96
51642,Europe,Slovakia,Cosmetics,Offline,H,7/22/2012,885044276,7/27/2012,3124,437.2,263.33,1365812.8,822642.92,543169.88
51836,Europe,Slovakia,Vegetables,Online,C,5/13/2013,545649993,6/3/2013,8813,154.06,90.93,1357730.78,801366.09,556364.69
52001,Europe,Slovakia,Vegetables,Offline,M,9/11/2010,348014962,10/1/2010,4216,154.06,90.93,649516.96,383360.88,266156.08
52068,Europe,Slovakia,Personal Care,Offline,M,8/19/2011,323056685,10/6/2011,8507,81.73,56.67,695277.11,482091.69,213185.42
52366,Europe,Slovakia,Snacks,Offline,C,1/20/2012,405527102,3/6/2012,3336,152.58,97.44,509006.88,325059.84,183947.04
52390,Europe,Slovakia,Cosmetics,Offline,C,3/23/2010,435530078,5/6/2010,1883,437.2,263.33,823247.6,495850.39,327397.21
52508,Europe,Slovakia,Baby Food,Offline,M,10/28/2013,957705962,11/3/2013,5331,255.28,159.42,1360897.68,849868.02,511029.66
52659,Europe,Slovakia,Personal Care,Offline,M,4/4/2010,543057477,5/5/2010,1630,81.73,56.67,133219.9,92372.1,40847.8
53103,Europe,Slovakia,Baby Food,Offline,H,3/1/2012,556980931,3/14/2012,1890,255.28,159.42,482479.2,301303.8,181175.4
53136,Europe,Slovakia,Meat,Offline,C,1/12/2013,932212531,1/23/2013,1259,421.89,364.69,531159.51,459144.71,72014.8
53449,Europe,Slovakia,Baby Food,Online,C,6/14/2011,222293603,7/1/2011,472,255.28,159.42,120492.16,75246.24,45245.92
53626,Europe,Slovakia,Snacks,Offline,L,7/8/2011,215290248,8/18/2011,8023,152.58,97.44,1224149.34,781761.12,442388.22
54023,Europe,Slovakia,Snacks,Online,M,5/15/2011,725246846,5/19/2011,5513,152.58,97.44,841173.54,537186.72,303986.82
54054,Europe,Slovakia,Cereal,Offline,L,12/15/2010,230580127,1/3/2011,2638,205.7,117.11,542636.6,308936.18,233700.42
54086,Europe,Slovakia,Fruits,Offline,C,7/25/2015,458670032,8/13/2015,9510,9.33,6.92,88728.3,65809.2,22919.1
54277,Europe,Slovakia,Beverages,Offline,C,5/21/2017,206608903,6/9/2017,9021,47.45,31.79,428046.45,286777.59,141268.86
54815,Europe,Slovakia,Baby Food,Online,C,6/27/2011,286133611,8/10/2011,2149,255.28,159.42,548596.72,342593.58,206003.14
54899,Europe,Slovakia,Personal Care,Online,M,10/11/2012,965893781,11/21/2012,8289,81.73,56.67,677459.97,469737.63,207722.34
55146,Europe,Slovakia,Meat,Offline,L,11/3/2014,120361506,11/28/2014,6499,421.89,364.69,2741863.11,2370120.31,371742.8
55167,Europe,Slovakia,Vegetables,Offline,H,10/27/2012,133354985,11/11/2012,1558,154.06,90.93,240025.48,141668.94,98356.54
55203,Europe,Slovakia,Baby Food,Online,H,2/16/2016,665438306,3/29/2016,6837,255.28,159.42,1745349.36,1089954.54,655394.82
55362,Europe,Slovakia,Office Supplies,Online,H,1/11/2017,489265239,2/2/2017,3312,651.21,524.96,2156807.52,1738667.52,418140.0
55408,Europe,Slovakia,Household,Offline,L,3/11/2010,637435615,4/9/2010,218,668.27,502.54,145682.86,109553.72,36129.14
55574,Europe,Slovakia,Clothes,Offline,L,4/10/2017,867780292,5/11/2017,4327,109.28,35.84,472854.56,155079.68,317774.88
55735,Europe,Slovakia,Clothes,Online,C,11/20/2011,927251088,11/26/2011,3057,109.28,35.84,334068.96,109562.88,224506.08
55827,Europe,Slovakia,Cereal,Offline,M,7/5/2013,495198285,7/8/2013,9032,205.7,117.11,1857882.4,1057737.52,800144.88
55875,Europe,Slovakia,Cereal,Online,H,9/10/2012,215726697,10/26/2012,7178,205.7,117.11,1476514.6,840615.58,635899.02
56347,Europe,Slovakia,Baby Food,Offline,L,6/26/2015,371056210,7/24/2015,2633,255.28,159.42,672152.24,419752.86,252399.38
56355,Europe,Slovakia,Cosmetics,Offline,H,4/23/2017,975307691,5/11/2017,4074,437.2,263.33,1781152.8,1072806.42,708346.38
56571,Europe,Slovakia,Household,Offline,L,7/16/2013,205917966,9/3/2013,4557,668.27,502.54,3045306.39,2290074.78,755231.61
56651,Europe,Slovakia,Office Supplies,Offline,M,1/22/2010,497749173,1/30/2010,3896,651.21,524.96,2537114.16,2045244.16,491870.0
56670,Europe,Slovakia,Office Supplies,Online,M,9/5/2015,919556796,9/13/2015,6145,651.21,524.96,4001685.45,3225879.2,775806.25
56738,Europe,Slovakia,Clothes,Offline,M,8/3/2012,595763957,9/22/2012,8649,109.28,35.84,945162.72,309980.16,635182.56
56824,Europe,Slovakia,Clothes,Offline,L,12/12/2013,609588706,12/26/2013,9699,109.28,35.84,1059906.72,347612.16,712294.56
56989,Europe,Slovakia,Cereal,Offline,L,7/29/2015,399594056,8/11/2015,7616,205.7,117.11,1566611.2,891909.76,674701.44
57247,Europe,Slovakia,Baby Food,Offline,H,10/3/2010,491083562,10/22/2010,1394,255.28,159.42,355860.32,222231.48,133628.84
57585,Europe,Slovakia,Cereal,Online,M,1/22/2011,112667214,2/18/2011,9587,205.7,117.11,1972045.9,1122733.57,849312.33
57721,Europe,Slovakia,Cosmetics,Offline,M,3/20/2014,298394525,4/16/2014,426,437.2,263.33,186247.2,112178.58,74068.62
58113,Europe,Slovakia,Household,Offline,M,7/24/2014,249563729,8/16/2014,308,668.27,502.54,205827.16,154782.32,51044.84
58172,Europe,Slovakia,Office Supplies,Online,H,4/23/2011,800615203,5/1/2011,8685,651.21,524.96,5655758.85,4559277.6,1096481.25
58311,Europe,Slovakia,Snacks,Offline,M,6/28/2014,934508931,8/17/2014,814,152.58,97.44,124200.12,79316.16,44883.96
58328,Europe,Slovakia,Snacks,Online,L,12/27/2010,469169700,2/2/2011,6595,152.58,97.44,1006265.1,642616.8,363648.3
58372,Europe,Slovakia,Office Supplies,Offline,H,12/3/2015,944951522,1/8/2016,1009,651.21,524.96,657070.89,529684.64,127386.25
59035,Europe,Slovakia,Office Supplies,Online,C,5/4/2011,555022275,5/17/2011,2280,651.21,524.96,1484758.8,1196908.8,287850.0
59234,Europe,Slovakia,Cosmetics,Online,M,4/18/2012,784042155,4/22/2012,4352,437.2,263.33,1902694.4,1146012.16,756682.24
59927,Europe,Slovakia,Snacks,Online,H,8/27/2012,414011037,9/28/2012,3921,152.58,97.44,598266.18,382062.24,216203.94
60174,Europe,Slovakia,Clothes,Online,C,3/9/2012,414151370,4/13/2012,5449,109.28,35.84,595466.72,195292.16,400174.56
60628,Europe,Slovakia,Personal Care,Online,C,6/21/2013,475045669,7/29/2013,5425,81.73,56.67,443385.25,307434.75,135950.5
61410,Europe,Slovakia,Snacks,Online,C,10/11/2013,537124431,11/29/2013,5910,152.58,97.44,901747.8,575870.4,325877.4
61430,Europe,Slovakia,Fruits,Online,M,4/21/2010,919951617,5/19/2010,2982,9.33,6.92,27822.06,20635.44,7186.62
61472,Europe,Slovakia,Fruits,Online,H,2/14/2014,860423743,3/7/2014,7361,9.33,6.92,68678.13,50938.12,17740.01
61477,Europe,Slovakia,Cereal,Offline,H,1/7/2015,221124589,1/12/2015,4535,205.7,117.11,932849.5,531093.85,401755.65
61509,Europe,Slovakia,Clothes,Offline,H,10/2/2011,106001603,11/9/2011,7085,109.28,35.84,774248.8,253926.4,520322.4
61598,Europe,Slovakia,Beverages,Online,L,6/16/2013,839933383,7/3/2013,3808,47.45,31.79,180689.6,121056.32,59633.28
61821,Europe,Slovakia,Meat,Offline,M,12/24/2014,878913819,2/1/2015,8985,421.89,364.69,3790681.65,3276739.65,513942.0
62122,Europe,Slovakia,Beverages,Offline,C,3/20/2013,727163875,4/8/2013,2805,47.45,31.79,133097.25,89170.95,43926.3
62184,Europe,Slovakia,Personal Care,Online,M,1/1/2017,497411429,1/21/2017,3950,81.73,56.67,322833.5,223846.5,98987.0
62190,Europe,Slovakia,Personal Care,Online,M,10/2/2015,872487246,10/22/2015,7220,81.73,56.67,590090.6,409157.4,180933.2
62489,Europe,Slovakia,Vegetables,Online,L,5/20/2011,535108697,6/6/2011,9410,154.06,90.93,1449704.6,855651.3,594053.3
62679,Europe,Slovakia,Personal Care,Offline,H,7/13/2013,749176442,7/31/2013,6812,81.73,56.67,556744.76,386036.04,170708.72
62928,Europe,Slovakia,Cereal,Online,H,12/5/2010,698231208,12/19/2010,985,205.7,117.11,202614.5,115353.35,87261.15
63174,Europe,Slovakia,Cereal,Offline,C,3/5/2016,408077991,4/24/2016,8201,205.7,117.11,1686945.7,960419.11,726526.59
63307,Europe,Slovakia,Cosmetics,Online,H,3/18/2010,669355618,4/29/2010,6057,437.2,263.33,2648120.4,1594989.81,1053130.59
63415,Europe,Slovakia,Baby Food,Offline,C,7/14/2013,114921987,8/12/2013,6824,255.28,159.42,1742030.72,1087882.08,654148.64
63571,Europe,Slovakia,Household,Offline,M,12/31/2014,779771649,1/20/2015,614,668.27,502.54,410317.78,308559.56,101758.22
63639,Europe,Slovakia,Clothes,Offline,C,10/15/2012,422635304,11/5/2012,6033,109.28,35.84,659286.24,216222.72,443063.52
63683,Europe,Slovakia,Baby Food,Offline,C,1/10/2014,697202527,1/15/2014,6576,255.28,159.42,1678721.28,1048345.92,630375.36
63787,Europe,Slovakia,Fruits,Offline,H,6/5/2012,483233487,6/27/2012,8382,9.33,6.92,78204.06,58003.44,20200.62
64103,Europe,Slovakia,Meat,Online,C,12/14/2014,446564900,1/18/2015,7333,421.89,364.69,3093719.37,2674271.77,419447.6
64105,Europe,Slovakia,Clothes,Offline,C,3/22/2016,784972131,5/7/2016,9552,109.28,35.84,1043842.56,342343.68,701498.88
64364,Europe,Slovakia,Household,Offline,H,9/19/2016,776685607,11/3/2016,7386,668.27,502.54,4935842.22,3711760.44,1224081.78
64946,Europe,Slovakia,Vegetables,Online,L,6/29/2015,946234691,7/9/2015,727,154.06,90.93,112001.62,66106.11,45895.51
64999,Europe,Slovakia,Fruits,Online,H,12/22/2011,777418172,12/23/2011,4168,9.33,6.92,38887.44,28842.56,10044.88
65007,Europe,Slovakia,Baby Food,Online,C,9/11/2014,611308324,10/26/2014,8573,255.28,159.42,2188515.44,1366707.66,821807.78
65433,Europe,Slovakia,Cereal,Online,L,7/29/2016,652387750,8/17/2016,4887,205.7,117.11,1005255.9,572316.57,432939.33
65442,Europe,Slovakia,Meat,Online,M,12/10/2010,508093059,1/6/2011,4882,421.89,364.69,2059666.98,1780416.58,279250.4
65668,Europe,Slovakia,Household,Offline,H,2/16/2010,141246688,4/5/2010,6889,668.27,502.54,4603712.03,3461998.06,1141713.97
66013,Europe,Slovakia,Personal Care,Offline,H,7/22/2011,960693299,8/6/2011,9351,81.73,56.67,764257.23,529921.17,234336.06
66220,Europe,Slovakia,Personal Care,Offline,C,8/6/2013,567423522,9/25/2013,2084,81.73,56.67,170325.32,118100.28,52225.04
66262,Europe,Slovakia,Cosmetics,Online,L,12/25/2016,156058490,1/30/2017,30,437.2,263.33,13116.0,7899.9,5216.1
66319,Europe,Slovakia,Meat,Offline,H,4/17/2015,131988561,5/6/2015,7203,421.89,364.69,3038873.67,2626862.07,412011.6
66890,Europe,Slovakia,Personal Care,Online,L,11/18/2011,879942500,1/5/2012,3395,81.73,56.67,277473.35,192394.65,85078.7
67213,Europe,Slovakia,Fruits,Offline,H,1/7/2014,693581330,1/14/2014,4983,9.33,6.92,46491.39,34482.36,12009.03
67324,Europe,Slovakia,Personal Care,Online,C,7/16/2017,687648284,8/10/2017,9263,81.73,56.67,757064.99,524934.21,232130.78
67461,Europe,Slovakia,Household,Offline,C,8/10/2015,110313737,8/17/2015,3141,668.27,502.54,2099036.07,1578478.14,520557.93
67552,Europe,Slovakia,Beverages,Online,M,6/24/2015,236372840,8/12/2015,6831,47.45,31.79,324130.95,217157.49,106973.46
67561,Europe,Slovakia,Vegetables,Online,L,8/4/2014,860283410,8/22/2014,5833,154.06,90.93,898631.98,530394.69,368237.29
67813,Europe,Slovakia,Cereal,Online,M,7/16/2017,643960893,7/30/2017,1193,205.7,117.11,245400.1,139712.23,105687.87
67947,Europe,Slovakia,Personal Care,Offline,L,6/20/2013,252987515,7/27/2013,3483,81.73,56.67,284665.59,197381.61,87283.98
68209,Europe,Slovakia,Cosmetics,Online,L,4/29/2010,317617166,5/1/2010,8832,437.2,263.33,3861350.4,2325730.56,1535619.84
68468,Europe,Slovakia,Household,Online,H,6/8/2012,971037185,7/12/2012,336,668.27,502.54,224538.72,168853.44,55685.28
68912,Europe,Slovakia,Cosmetics,Online,H,3/18/2014,976336371,4/14/2014,8484,437.2,263.33,3709204.8,2234091.72,1475113.08
69000,Europe,Slovakia,Cosmetics,Offline,C,9/1/2015,650190055,10/20/2015,4541,437.2,263.33,1985325.2,1195781.53,789543.67
69038,Europe,Slovakia,Vegetables,Online,H,3/31/2013,612633121,4/5/2013,609,154.06,90.93,93822.54,55376.37,38446.17
69049,Europe,Slovakia,Cereal,Offline,L,12/15/2014,624935662,1/9/2015,1205,205.7,117.11,247868.5,141117.55,106750.95
69243,Europe,Slovakia,Clothes,Online,C,5/29/2013,197293698,6/7/2013,2444,109.28,35.84,267080.32,87592.96,179487.36
69254,Europe,Slovakia,Clothes,Online,H,12/9/2013,165472400,12/22/2013,5815,109.28,35.84,635463.2,208409.6,427053.6
69325,Europe,Slovakia,Personal Care,Offline,C,4/6/2013,204058015,4/21/2013,4156,81.73,56.67,339669.88,235520.52,104149.36
69674,Europe,Slovakia,Meat,Offline,C,8/2/2011,802475154,9/12/2011,9086,421.89,364.69,3833292.54,3313573.34,519719.2
69963,Europe,Slovakia,Beverages,Offline,C,5/11/2010,840962064,6/6/2010,8218,47.45,31.79,389944.1,261250.22,128693.88
70054,Europe,Slovakia,Baby Food,Online,H,6/26/2013,284907519,6/26/2013,9321,255.28,159.42,2379464.88,1485953.82,893511.06
70549,Europe,Slovakia,Baby Food,Offline,C,4/5/2016,586687791,4/14/2016,2810,255.28,159.42,717336.8,447970.2,269366.6
70716,Europe,Slovakia,Clothes,Online,H,11/15/2011,261076629,11/19/2011,7231,109.28,35.84,790203.68,259159.04,531044.64
70869,Europe,Slovakia,Clothes,Online,M,11/21/2013,335457932,12/26/2013,8312,109.28,35.84,908335.36,297902.08,610433.28
70943,Europe,Slovakia,Personal Care,Online,C,11/24/2014,307117497,12/28/2014,1747,81.73,56.67,142782.31,99002.49,43779.82
71006,Europe,Slovakia,Office Supplies,Online,M,6/23/2017,278834140,7/8/2017,2073,651.21,524.96,1349958.33,1088242.08,261716.25
71209,Europe,Slovakia,Beverages,Offline,L,9/7/2013,199153649,10/19/2013,2845,47.45,31.79,134995.25,90442.55,44552.7
71560,Europe,Slovakia,Beverages,Online,L,8/15/2014,348944938,8/26/2014,9416,47.45,31.79,446789.2,299334.64,147454.56
72127,Europe,Slovakia,Office Supplies,Online,L,10/23/2015,333992803,11/13/2015,4747,651.21,524.96,3091293.87,2491985.12,599308.75
72236,Europe,Slovakia,Beverages,Online,M,2/12/2012,814341247,2/17/2012,526,47.45,31.79,24958.7,16721.54,8237.16
72256,Europe,Slovakia,Cosmetics,Offline,M,9/15/2010,573694312,10/4/2010,7751,437.2,263.33,3388737.2,2041070.83,1347666.37
72304,Europe,Slovakia,Office Supplies,Online,M,12/10/2010,595467841,1/27/2011,1022,651.21,524.96,665536.62,536509.12,129027.5
